2	2.18	0	0	-0.062727	0
3	1.09	1.8879	0	0.44892	0
4	1.09	-1.8879	0	-0.36326	0
5	-1.09	1.8879	0	-1.0206	0
6	-1.09	-1.8879	0	-3.073	0
7	-2.18	0	0	0.62628	0
8	3.27	1.8879	0	-0.28668	0
9	3.27	-1.8879	0	-0.19734	0
10	4.36	0	0	0.40561	0
11	0	3.7759	0	-1.4193	0
12	0	-3.7759	0	-0.72945	0
13	2.18	3.7759	0	1.1473	0
14	2.18	-3.7759	0	0.59786	0
15	-3.27	1.8879	0	-1.2813	0
16	-3.27	-1.8879	0	-2.2033	0
17	-2.18	3.7759	0	-0.57125	0
18	-2.18	-3.7759	0	0.214	0
19	-4.36	0	0	0.94238	0
20	5.45	1.8879	0	0.093725	0
21	5.45	-1.8879	0	-1.1223	0
22	4.36	3.7759	0	0.30616	0
23	4.36	-3.7759	0	-1.1723	0
24	1.09	5.6638	0	-0.96097	0
25	1.09	-5.6638	0	-0.65374	0
26	-1.09	5.6638	0	-1.2294	0
27	-1.09	-5.6638	0	-0.27097	0
28	6.54	0	0	-0.89995	0
29	-4.36	3.7759	0	-0.28569	0
30	-4.36	-3.7759	0	-0.46242	0
31	3.27	5.6638	0	-0.40979	0
32	3.27	-5.6638	0	-0.50354	0
33	-5.45	1.8879	0	1.2333	0
34	-5.45	-1.8879	0	0.61031	0
35	-3.27	5.6638	0	0.059072	0
36	-3.27	-5.6638	0	-1.4669	0
39	-6.54	0	0	2.6052	0
